ID,steps_to_reproduce_file,language,tool,tool_link,project,project_link,project_default_branch,project_sha,can_run_locally,has_nondeterminism,steps_to_reproduce,remarks
238,cargo-careful_tw93_Pake.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,tw93/Pake,https://github.com/tw93/Pake,master,ae3a8cec28d29764ba3c70a440650b0fc6ed65c1,,,,
239,cargo-careful_iced-rs_iced.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,iced-rs/iced,https://github.com/iced-rs/iced,master,24501fd73b5ae884367a2d112ff44625058b876b,,,,
240,cargo-careful_dandavison_delta.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,dandavison/delta,https://github.com/dandavison/delta,main,3c6c50e4f5a515f17240a8205e2e6941809dcdff,,,,
241,cargo-careful_actix_actix-web.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,actix/actix-web,https://github.com/actix/actix-web,master,ba7fd048b601e32039ba13d95271f110980ff434,,,,
242,cargo-careful_TheAlgorithms_Rust.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,TheAlgorithms/Rust,https://github.com/TheAlgorithms/Rust,master,20c92d7a95236bbeee8bdd6b4c5af5c08be77e25,,,,
243,cargo-careful_sharkdp_hyperfine.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,sharkdp/hyperfine,https://github.com/sharkdp/hyperfine,master,e8ff88dad130d4b4bc2362be92aa8dfedc35074a,,,,
244,cargo-careful_emilk_egui.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,emilk/egui,https://github.com/emilk/egui,master,c9b24d5a5ca316fd0a8b330ee071dad2e6eab2dc,,,,
245,cargo-careful_xi-editor_xi-editor.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,xi-editor/xi-editor,https://github.com/xi-editor/xi-editor,master,a2dea3059312795c77caadc639df49bf8a7008eb,,,,
246,cargo-careful_Wilfred_difftastic.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,Wilfred/difftastic,https://github.com/Wilfred/difftastic,master,e23b9fc224399087384fec5e39a6f5afbb876180,,,,
247,cargo-careful_cloudflare_pingora.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,cloudflare/pingora,https://github.com/cloudflare/pingora,main,2501d4adb038d93613c0edbd7c1e3b3de9b415b1,,,,
248,cargo-careful_valeriansaliou_sonic.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,master,2a5293c5416db80a68632d18c5416a50a0a8c70f,,,,
249,cargo-careful_copy_v86.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,copy/v86,https://github.com/copy/v86,master,c69cbd7854d7cbda08679c389973aa87c9fb37bd,,,,
250,cargo-careful_ajeetdsouza_zoxide.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,main,5d8a7ea7b2f41b8cb9eeed05ae3ff56209a3882b,,,,
251,cargo-careful_DioxusLabs_dioxus.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,main,74352f2f615c1be2081c9255860d9127feee92d4,,,,
252,cargo-careful_facebook_relay.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,facebook/relay,https://github.com/facebook/relay,main,89fe7bc14cf3049c06fbf82f70ade5272d40e17b,,,,
253,cargo-careful_qdrant_qdrant.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,qdrant/qdrant,https://github.com/qdrant/qdrant,master,b99d507496a40b0895fff76eb2fa7a5cfdb701a9,,,,
254,cargo-careful_wasmerio_wasmer.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,wasmerio/wasmer,https://github.com/wasmerio/wasmer,main,9d127f9747d9bb0114421890ce60cb08a681159f,,,,
255,cargo-careful_atuinsh_atuin.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,atuinsh/atuin,https://github.com/atuinsh/atuin,main,d1ce01679b22b99321fe7407e8ee35de8cf99bd5,,,,
256,cargo-careful_zellij-org_zellij.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,zellij-org/zellij,https://github.com/zellij-org/zellij,main,1fda2e2c7399f22abed8dd5dd72fe6c367f075d2,,,,
257,cargo-careful_RustPython_RustPython.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,RustPython/RustPython,https://github.com/RustPython/RustPython,main,c3ccb5b7bf584156cdb22f94c63d4e4c07c59f63,,,,
258,cargo-careful_qarmin_czkawka.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,qarmin/czkawka,https://github.com/qarmin/czkawka,master,2a32a52aa882f6ff52ba4d3e24a666dc2a86cf9b,,,,
259,cargo-careful_casey_just.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,casey/just,https://github.com/casey/just,master,c237c0097b50f669f5607a15feafcf1fd6ce40c1,,,,
260,cargo-careful_TabbyML_tabby.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,TabbyML/tabby,https://github.com/TabbyML/tabby,main,f1a8e72ae7755b1bf63d982f1ad0f9f0e6e03b45,,,,
261,cargo-careful_ankitects_anki.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,ankitects/anki,https://github.com/ankitects/anki,main,22ecab1a0e1653bb350c8a497a2299eb0aaace01,,,,
262,cargo-careful_cube-js_cube.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,cube-js/cube,https://github.com/cube-js/cube,master,a24d69bd1db5da3b2773ad2f1a512cd72192c031,,,,
263,cargo-careful_extrawurst_gitui.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,extrawurst/gitui,https://github.com/extrawurst/gitui,master,c57543b4f884af31146eeee8a90e29ec69b6ef5e,,,,
264,cargo-careful_uutils_coreutils.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,uutils/coreutils,https://github.com/uutils/coreutils,main,d6399f3a8176972b0fc1f91b425bf1fb4849cfbf,,,,
265,cargo-careful_rust-lang_mdBook.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,rust-lang/mdBook,https://github.com/rust-lang/mdBook,master,c671c2e90486b6ec72921a5043dac1c1c5565f76,,,,
266,cargo-careful_diem_diem.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,diem/diem,https://github.com/diem/diem,latest,fc4714a8ea273b6efe8b13dbce72ea60aad9a16c,,,,
267,cargo-careful_Rigellute_spotify-tui.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,Rigellute/spotify-tui,https://github.com/Rigellute/spotify-tui,master,c4dcf6b9fd8318017acbdd7ec005955e26cf2794,,,,
268,cargo-careful_tree-sitter_tree-sitter.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,tree-sitter/tree-sitter,https://github.com/tree-sitter/tree-sitter,master,946acfd70fbbd5c1d2190f8b288cf804c955894e,,,,
269,cargo-careful_vectordotdev_vector.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,vectordotdev/vector,https://github.com/vectordotdev/vector,master,056c2df60a7f776eca2fad6a4686deee35f9b340,,,,
270,cargo-careful_tokio-rs_axum.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,tokio-rs/axum,https://github.com/tokio-rs/axum,main,5201798d4e4d4759c208ef83e30ce85820c07baa,,,,
271,cargo-careful_Schniz_fnm.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,Schniz/fnm,https://github.com/Schniz/fnm,master,a5a497b7e2c4cc615fedf366f9eeab4e322443ed,,,,
272,cargo-careful_slint-ui_slint.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,slint-ui/slint,https://github.com/slint-ui/slint,master,72ada5950dfd3c338db2f6cf4ce2a5c7350cfacc,,,,
273,cargo-careful_gleam-lang_gleam.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,gleam-lang/gleam,https://github.com/gleam-lang/gleam,main,f81f4066a237409a3d4774b6e193457613e9dc58,,,,
274,cargo-careful_leptos-rs_leptos.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,leptos-rs/leptos,https://github.com/leptos-rs/leptos,main,9353316947a6350b9fc54885e6681b8df4b0a616,,,,
275,cargo-careful_tikv_tikv.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,tikv/tikv,https://github.com/tikv/tikv,master,72a0fd5b00235a7c56014b77ddd933e2a0d33c88,,,,
276,cargo-careful_ruffle-rs_ruffle.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,ruffle-rs/ruffle,https://github.com/ruffle-rs/ruffle,master,cca6c13710834fffededab150101be617340aa55,,,,
277,cargo-careful_bytecodealliance_wasmtime.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,bytecodealliance/wasmtime,https://github.com/bytecodealliance/wasmtime,main,662c35c07912e7a0644282ffdf61d7ac63ed82c3,,,,
278,cargo-careful_denisidoro_navi.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,denisidoro/navi,https://github.com/denisidoro/navi,master,d713d501a0958e365cff2cebc444385cd549fce1,,,,
279,cargo-careful_rust-lang_book.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,rust-lang/book,https://github.com/rust-lang/book,main,bebcf527e67755a989a1739b7cfaa8f0e6b30040,,,,
280,cargo-careful_0x192_universal-android-debloater.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,0x192/universal-android-debloater,https://github.com/0x192/universal-android-debloater,main,11f27c671cba278d71296cdef4c5a5dba06add5e,,,,
281,cargo-careful_fathyb_carbonyl.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,fathyb/carbonyl,https://github.com/fathyb/carbonyl,main,ab80a276b1bd1c2c8dcefc8f248415dfc61dc2bf,,,,
282,cargo-careful_hyperium_hyper.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,hyperium/hyper,https://github.com/hyperium/hyper,master,721785efad8537513e48d900a85c05ce79483018,,,,
283,cargo-careful_GyulyVGC_sniffnet.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,main,461486f4d7d347b2c36197e6105fcc629c413912,,,,
284,cargo-careful_wez_wezterm.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,wez/wezterm,https://github.com/wez/wezterm,main,0184e88e97b6521df613df4ccdb2e896ce8b0ad0,,,,
285,cargo-careful_rust-lang_rust-analyzer.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,rust-lang/rust-analyzer,https://github.com/rust-lang/rust-analyzer,master,49e502b277a8126a9ad10c802d1aaa3ef1a280ef,,,,
286,cargo-careful_huggingface_candle.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,huggingface/candle,https://github.com/huggingface/candle,main,fa06f5f5f9a05c8d0c246e761e94a73680c510a6,,,,
287,cargo-careful_clap-rs_clap.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,clap-rs/clap,https://github.com/clap-rs/clap,master,43efde98ecc7585cb29079c910b4e5eecd82eef8,,,,
288,cargo-careful_asciinema_asciinema.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,asciinema/asciinema,https://github.com/asciinema/asciinema,develop,0f2d55d2933c039ec7829a659a1d0076c546f126,,,,
289,cargo-careful_kitao_pyxel.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,kitao/pyxel,https://github.com/kitao/pyxel,main,6d4c25b4c41dbf720b7154d8bcab28e4bbecd413,,,,
290,cargo-careful_rust-embedded_rust-raspberrypi-OS-tutorials.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,rust-embedded/rust-raspberrypi-OS-tutorials,https://github.com/rust-embedded/rust-raspberrypi-OS-tutorials,master,644474cc09f755249f9c55d99a5d1e07a2562fc7,,,,
291,cargo-careful_analysis-tools-dev_static-analysis.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,analysis-tools-dev/static-analysis,https://github.com/analysis-tools-dev/static-analysis,master,ffe20038a4409be9012058fb5ce3904dc2f7f95c,,,,
292,cargo-careful_LemmyNet_lemmy.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,LemmyNet/lemmy,https://github.com/LemmyNet/lemmy,main,ad60d91f5c5ebabf826fe5b7607c3f632a74d01e,,,,
293,cargo-careful_getzola_zola.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,getzola/zola,https://github.com/getzola/zola,master,55e1844c1d6ba3d8a513b4184000e53d9e2f23d9,,,,
294,cargo-careful_lsd-rs_lsd.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,lsd-rs/lsd,https://github.com/lsd-rs/lsd,master,418dd06836bb32f2c0618e165ee400711e0469b2,,,,
295,cargo-careful_neondatabase_neon.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,neondatabase/neon,https://github.com/neondatabase/neon,main,50a45e67dc295f01c32a397a1951205666406b3f,,,,
296,cargo-careful_RustScan_RustScan.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,RustScan/RustScan,https://github.com/RustScan/RustScan,master,2340f94a81252d7e924751a60cb3894c1fb1f869,,,,
297,cargo-careful_solana-labs_solana.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,solana-labs/solana,https://github.com/solana-labs/solana,master,27eff8408b7223bb3c4ab70523f8a8dca3ca6645,,,,
298,cargo-careful_rust-lang_cargo.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,rust-lang/cargo,https://github.com/rust-lang/cargo,master,a1f8e450b373c111c10330bd33c833928ef575f8,,,,
299,cargo-careful_diesel-rs_diesel.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,diesel-rs/diesel,https://github.com/diesel-rs/diesel,master,1eb97f9dfdfdb766fa094ed84993e9f5c792bf60,,,,
300,cargo-careful_neovide_neovide.md,Rust,cargo-careful,https://github.com/RalfJung/cargo-careful,neovide/neovide,https://github.com/neovide/neovide,main,5efb713ded6435c7384ab5ba395903a3b491d2fa,,,,
301,hyper-fine_rust-lang_rust.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,rust-lang/rust,https://github.com/rust-lang/rust,master,20aa2d81e36036073a9acf418c7d413cb4b22fa6,,,,
302,hyper-fine_denoland_deno.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,denoland/deno,https://github.com/denoland/deno,main,641356bb16381ad7af939db60b4e2be8ec7a262d,,,,
303,hyper-fine_tauri-apps_tauri.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,tauri-apps/tauri,https://github.com/tauri-apps/tauri,dev,b0421cbb21a2598aa4a396fa3eb714e1b699c2e1,,,,
304,hyper-fine_rustdesk_rustdesk.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,master,34c7c259085a50c93f7653782de6297ee41c2355,,,,
305,hyper-fine_FuelLabs_sway.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,FuelLabs/sway,https://github.com/FuelLabs/sway,master,daee1c247c86038bf9a3faefbca80d0aca4ebf0e,,,,
306,hyper-fine_FuelLabs_fuel-core.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,FuelLabs/fuel-core,https://github.com/FuelLabs/fuel-core,master,9fddeccb4d112c148f6793bc3d21131a13778a25,,,,
307,hyper-fine_alacritty_alacritty.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,alacritty/alacritty,https://github.com/alacritty/alacritty,master,ce800bfde2a2121a830c2b0854749875b3aebf79,,,,
308,hyper-fine_rust-lang_rustlings.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,rust-lang/rustlings,https://github.com/rust-lang/rustlings,main,71053101c32d0fd374f8e122880b3d682519bac6,,,,
309,hyper-fine_lencx_ChatGPT.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,lencx/ChatGPT,https://github.com/lencx/ChatGPT,main,fe4f231d48486937c6f7911b7f70f6f469b6ba1d,,,,
310,hyper-fine_sharkdp_bat.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,sharkdp/bat,https://github.com/sharkdp/bat,master,bb4d1cbd2ef757e0b8cf59669c3145d2538e65e3,,,,
311,hyper-fine_BurntSushi_ripgrep.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,master,bb8601b2bafb5e68181cbbb84e6ffa4f7a72bf16,,,,
312,hyper-fine_FuelLabs_fuels-rs.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,FuelLabs/fuels-rs,https://github.com/FuelLabs/fuels-rs,master,895264c323ad8c85c55fed7c4f2f578a988da432,,,,
313,hyper-fine_meilisearch_meilisearch.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,main,248e22005ac827ee4654eedaaff904d12fd308e4,,,,
314,hyper-fine_rust-unofficial_awesome-rust.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,main,be98998d8a985f7533e2dbddfcb23eac93266861,,,,
315,hyper-fine_starship_starship.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,starship/starship,https://github.com/starship/starship,master,d0f542a6d7dae0decb6050fa5a539f994ea27535,,,,
316,hyper-fine_dani-garcia_vaultwarden.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,main,0fe93edea6cb8d4b30416a6d319164f8828ad8b7,,,,
317,hyper-fine_lapce_lapce.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,lapce/lapce,https://github.com/lapce/lapce,master,43bdb124e3e5a5b1ba416d510b58e7d8af3fb766,,,,
318,hyper-fine_zed-industries_zed.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,zed-industries/zed,https://github.com/zed-industries/zed,main,1d4814e5b669265ec103798db5f32d957853c39d,,,,
319,hyper-fine_bevyengine_bevy.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,bevyengine/bevy,https://github.com/bevyengine/bevy,main,dac66e83b2b8c2fb88a9fc272a78857d8a048668,,,,
320,hyper-fine_sharkdp_fd.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,sharkdp/fd,https://github.com/sharkdp/fd,master,9279b1f0af0a88736cd28cff74d86afec72841d7,,,,
321,hyper-fine_helix-editor_helix.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,helix-editor/helix,https://github.com/helix-editor/helix,master,752ed8eb15b7366ef0c9e835b261189141e38630,,,,
322,hyper-fine_swc-project_swc.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,swc-project/swc,https://github.com/swc-project/swc,main,9ec9459b16973ca662257730077755bb520342b2,,,,
323,hyper-fine_nushell_nushell.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,nushell/nushell,https://github.com/nushell/nushell,main,38bf3f6e1b9d3b53d4d37b47396d4dad17d6d0a1,,,,
324,hyper-fine_typst_typst.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,typst/typst,https://github.com/typst/typst,main,2c678e82280d4033a86a3378e7a73f0b033548b7,,,,
325,hyper-fine_influxdata_influxdb.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,influxdata/influxdb,https://github.com/influxdata/influxdb,main,43368981c7eeaae0ed96b72a34a07278d8c8bc77,,,,
326,hyper-fine_astral-sh_ruff.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,astral-sh/ruff,https://github.com/astral-sh/ruff,main,414990c02267f530d6119c698aafca0401455b24,,,,
327,hyper-fine_pola-rs_polars.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,pola-rs/polars,https://github.com/pola-rs/polars,main,c9e786b68ff1ef8dcfe72abd6f6ed293d542141d,,,,
328,hyper-fine_google_comprehensive-rust.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,google/comprehensive-rust,https://github.com/google/comprehensive-rust,main,48325a08feb9428934f5f308dac12ec818328567,,,,
329,hyper-fine_surrealdb_surrealdb.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,surrealdb/surrealdb,https://github.com/surrealdb/surrealdb,main,b9f02d146da2222e14c22264283297ff678a59e2,,,,
330,hyper-fine_vercel_turbo.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,vercel/turbo,https://github.com/vercel/turbo,main,b70ba3672f5606463c5d19720f6a2d800408cf5d,,,,
331,hyper-fine_tokio-rs_tokio.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,tokio-rs/tokio,https://github.com/tokio-rs/tokio,master,d33fdd86a3de75500fe554d6547cf5ad43e006bf,,,,
332,hyper-fine_fish-shell_fish-shell.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,fish-shell/fish-shell,https://github.com/fish-shell/fish-shell,master,5871deeee5504693d4fafaef578a06afb98d458d,,,,
333,hyper-fine_firecracker-microvm_firecracker.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,firecracker-microvm/firecracker,https://github.com/firecracker-microvm/firecracker,main,81e8b68f7471bf2398f47920d7a74b849ef8a754,,,,
334,hyper-fine_rome_tools.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,rome/tools,https://github.com/rome/tools,main,392d188a49d70e495f13b1bb08cd7d9c43690f9b,,,,
335,hyper-fine_rwf2_Rocket.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,rwf2/Rocket,https://github.com/rwf2/Rocket,master,e6aaea072c60e757807774bb487e44a92539d067,,,,
336,hyper-fine_ogham_exa.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,ogham/exa,https://github.com/ogham/exa,master,753150d3747e5ff1c9474bb3c2dd405fe55bb863,,,,
337,hyper-fine_sunface_rust-course.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,sunface/rust-course,https://github.com/sunface/rust-course,main,fc3529f5df30d9c4cc2f87c36a25d965c256dcb9,,,,
338,hyper-fine_tw93_Pake.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,tw93/Pake,https://github.com/tw93/Pake,master,ae3a8cec28d29764ba3c70a440650b0fc6ed65c1,,,,
339,hyper-fine_iced-rs_iced.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,iced-rs/iced,https://github.com/iced-rs/iced,master,24501fd73b5ae884367a2d112ff44625058b876b,,,,
340,hyper-fine_dandavison_delta.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,dandavison/delta,https://github.com/dandavison/delta,main,3c6c50e4f5a515f17240a8205e2e6941809dcdff,,,,
341,hyper-fine_actix_actix-web.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,actix/actix-web,https://github.com/actix/actix-web,master,ba7fd048b601e32039ba13d95271f110980ff434,,,,
342,hyper-fine_TheAlgorithms_Rust.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,TheAlgorithms/Rust,https://github.com/TheAlgorithms/Rust,master,20c92d7a95236bbeee8bdd6b4c5af5c08be77e25,,,,
343,hyper-fine_sharkdp_hyperfine.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,sharkdp/hyperfine,https://github.com/sharkdp/hyperfine,master,e8ff88dad130d4b4bc2362be92aa8dfedc35074a,,,,
344,hyper-fine_emilk_egui.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,emilk/egui,https://github.com/emilk/egui,master,c9b24d5a5ca316fd0a8b330ee071dad2e6eab2dc,,,,
345,hyper-fine_xi-editor_xi-editor.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,xi-editor/xi-editor,https://github.com/xi-editor/xi-editor,master,a2dea3059312795c77caadc639df49bf8a7008eb,,,,
346,hyper-fine_Wilfred_difftastic.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,Wilfred/difftastic,https://github.com/Wilfred/difftastic,master,e23b9fc224399087384fec5e39a6f5afbb876180,,,,
347,hyper-fine_cloudflare_pingora.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,cloudflare/pingora,https://github.com/cloudflare/pingora,main,2501d4adb038d93613c0edbd7c1e3b3de9b415b1,,,,
348,hyper-fine_valeriansaliou_sonic.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,master,2a5293c5416db80a68632d18c5416a50a0a8c70f,,,,
349,hyper-fine_copy_v86.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,copy/v86,https://github.com/copy/v86,master,c69cbd7854d7cbda08679c389973aa87c9fb37bd,,,,
350,hyper-fine_ajeetdsouza_zoxide.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,main,5d8a7ea7b2f41b8cb9eeed05ae3ff56209a3882b,,,,
351,hyper-fine_DioxusLabs_dioxus.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,main,74352f2f615c1be2081c9255860d9127feee92d4,,,,
352,hyper-fine_facebook_relay.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,facebook/relay,https://github.com/facebook/relay,main,89fe7bc14cf3049c06fbf82f70ade5272d40e17b,,,,
353,hyper-fine_qdrant_qdrant.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,qdrant/qdrant,https://github.com/qdrant/qdrant,master,b99d507496a40b0895fff76eb2fa7a5cfdb701a9,,,,
354,hyper-fine_wasmerio_wasmer.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,wasmerio/wasmer,https://github.com/wasmerio/wasmer,main,9d127f9747d9bb0114421890ce60cb08a681159f,,,,
355,hyper-fine_atuinsh_atuin.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,atuinsh/atuin,https://github.com/atuinsh/atuin,main,d1ce01679b22b99321fe7407e8ee35de8cf99bd5,,,,
356,hyper-fine_zellij-org_zellij.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,zellij-org/zellij,https://github.com/zellij-org/zellij,main,1fda2e2c7399f22abed8dd5dd72fe6c367f075d2,,,,
357,hyper-fine_RustPython_RustPython.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,RustPython/RustPython,https://github.com/RustPython/RustPython,main,c3ccb5b7bf584156cdb22f94c63d4e4c07c59f63,,,,
358,hyper-fine_qarmin_czkawka.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,qarmin/czkawka,https://github.com/qarmin/czkawka,master,2a32a52aa882f6ff52ba4d3e24a666dc2a86cf9b,,,,
359,hyper-fine_casey_just.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,casey/just,https://github.com/casey/just,master,c237c0097b50f669f5607a15feafcf1fd6ce40c1,,,,
360,hyper-fine_TabbyML_tabby.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,TabbyML/tabby,https://github.com/TabbyML/tabby,main,f1a8e72ae7755b1bf63d982f1ad0f9f0e6e03b45,,,,
361,hyper-fine_ankitects_anki.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,ankitects/anki,https://github.com/ankitects/anki,main,22ecab1a0e1653bb350c8a497a2299eb0aaace01,,,,
362,hyper-fine_cube-js_cube.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,cube-js/cube,https://github.com/cube-js/cube,master,a24d69bd1db5da3b2773ad2f1a512cd72192c031,,,,
363,hyper-fine_extrawurst_gitui.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,extrawurst/gitui,https://github.com/extrawurst/gitui,master,c57543b4f884af31146eeee8a90e29ec69b6ef5e,,,,
